Episode,NumGreen,NumYellow,NumRed,NumWaste,WasteLeft,DisposedWaste,TotalReward,AvgActorLoss,AvgCriticLoss,AvgEntropy
1167,1,1,1,11.0,0,0,223.45,-0.0110,1.5450,1.0860
1168,1,1,1,7.4,0,0,222.01,-0.0110,1.5450,1.0860
1169,1,1,1,10.6,0,0,223.31,-0.0109,1.9257,1.0858
1170,1,1,1,11.4,0,0,220.99,-0.0109,1.9257,1.0858
1171,1,1,1,8.2,0,0,225.03,-0.0109,1.9257,1.0858
1172,1,1,1,7.8,0,0,227.22,-0.0110,1.4504,1.0901
1173,1,1,1,10.4,0,0,221.90,-0.0110,1.4504,1.0901
1174,1,1,1,8.4,0,0,222.45,-0.0110,1.4504,1.0901
1175,1,1,1,9.8,0,0,222.89,-0.0112,1.9047,1.1054
1176,1,1,1,12.5,0,0,222.80,-0.0112,1.9047,1.1054
1177,1,1,1,9.0,0,0,221.81,-0.0112,1.9047,1.1054
1178,1,1,1,8.8,0,0,222.22,-0.0112,2.0014,1.1128
1179,1,1,1,11.0,0,0,222.09,-0.0112,2.0014,1.1128
1180,1,1,1,8.9,0,0,222.00,-0.0112,2.0014,1.1128
1181,1,1,1,9.0,0,0,223.17,-0.0114,2.1185,1.1241
1182,1,1,1,10.0,0,0,223.45,-0.0114,2.1185,1.1241
1183,1,1,1,10.2,0,0,221.49,-0.0114,2.1185,1.1241
1184,1,1,1,9.0,0,0,222.91,-0.0111,1.9486,1.1076
1185,1,1,1,11.2,0,0,221.95,-0.0111,1.9486,1.1076
1186,1,1,1,9.2,0,0,223.38,-0.0111,1.9486,1.1076
1187,1,1,1,8.5,0,0,223.48,-0.0112,2.2215,1.1109
1188,1,1,1,8.9,0,0,222.36,-0.0112,2.2215,1.1109
1189,1,1,1,9.6,0,0,217.29,-0.0112,2.2215,1.1109
1190,1,1,1,9.4,0,0,222.60,-0.0113,2.4527,1.1220
1191,1,1,1,8.0,0,0,223.15,-0.0113,2.4527,1.1220
1192,1,1,1,11.4,0,0,221.78,-0.0113,2.4527,1.1220
1193,1,1,1,11.2,0,0,223.20,-0.0113,2.3145,1.1111
1194,1,1,1,10.6,0,0,222.72,-0.0113,2.3145,1.1111
1195,1,1,1,10.0,0,0,222.46,-0.0113,2.3145,1.1111
1196,1,1,1,9.9,0,0,222.42,-0.0113,2.4142,1.1123
1197,1,1,1,9.0,0,0,222.16,-0.0113,2.4142,1.1123
1198,1,1,1,9.5,0,0,222.72,-0.0113,2.4142,1.1123
1199,1,1,1,9.0,0,0,222.94,-0.0112,2.1000,1.1066
1200,1,1,1,10.5,0,0,222.24,-0.0112,2.1000,1.1066
1201,1,1,1,8.9,0,0,222.87,-0.0112,2.1000,1.1066
1202,1,1,1,9.4,0,0,221.97,-0.0111,1.9981,1.0934
1203,1,1,1,10.4,0,0,223.37,-0.0111,1.9981,1.0934
1204,1,1,1,11.4,0,0,222.10,-0.0111,1.9981,1.0934
1205,1,1,1,11.0,0,0,221.28,-0.0110,1.5127,1.0938
1206,1,1,1,10.1,0,0,221.89,-0.0110,1.5127,1.0938
1207,1,1,1,10.4,0,0,222.39,-0.0110,1.5127,1.0938
1208,1,1,1,9.1,0,0,222.77,-0.0109,1.6944,1.0825
1209,1,1,1,10.1,0,0,220.62,-0.0109,1.6944,1.0825
1210,1,1,1,9.2,0,0,221.35,-0.0109,1.6944,1.0825
1211,1,1,1,9.9,0,0,221.27,-0.0108,1.3548,1.0750
1212,1,1,1,9.0,0,0,221.13,-0.0108,1.3548,1.0750
1213,1,1,1,10.4,0,0,220.39,-0.0108,1.3548,1.0750
1214,1,1,1,10.1,0,0,221.97,-0.0110,1.4098,1.0782
1215,1,1,1,10.9,0,0,221.91,-0.0110,1.4098,1.0782
1216,1,1,1,12.1,0,0,222.23,-0.0110,1.4098,1.0782
1217,1,1,1,12.2,0,0,220.75,-0.0109,1.3050,1.0737
1218,1,1,1,10.5,0,0,221.86,-0.0109,1.3050,1.0737
1219,1,1,1,9.4,0,0,222.26,-0.0109,1.3050,1.0737
1220,1,1,1,8.9,0,0,222.51,-0.0110,1.5386,1.0734
1221,1,1,1,12.1,0,0,222.45,-0.0110,1.5386,1.0734
1222,1,1,1,10.4,0,0,221.52,-0.0110,1.5386,1.0734
1222,1,1,1,9.2,0,0,221.68,nan,nan,nan
1223,1,1,1,11.0,0,0,222.99,-0.0113,1.7008,1.0744
1224,1,1,1,11.0,0,0,222.45,-0.0113,1.7008,1.0744
1225,1,1,1,8.9,0,0,221.81,-0.0113,1.7008,1.0744
1226,1,1,1,10.0,0,0,222.38,-0.0109,1.5899,1.0667
1227,1,1,1,11.5,0,0,222.86,-0.0109,1.5899,1.0667
1228,1,1,1,9.1,0,0,222.36,-0.0109,1.5899,1.0667
1229,1,1,1,9.8,0,0,222.85,-0.0107,1.6672,1.0643
1230,1,1,1,11.2,0,0,222.79,-0.0107,1.6672,1.0643
1231,1,1,1,11.1,0,0,221.79,-0.0107,1.6672,1.0643
1232,1,1,1,11.0,0,0,221.81,-0.0106,1.3650,1.0530
1233,1,1,1,11.9,0,0,222.68,-0.0106,1.3650,1.0530
1234,1,1,1,10.6,0,0,221.34,-0.0106,1.3650,1.0530
1235,1,1,1,11.1,0,0,222.30,-0.0107,1.4741,1.0568
1236,1,1,1,11.8,0,0,222.41,-0.0107,1.4741,1.0568
1237,1,1,1,11.1,0,0,222.11,-0.0107,1.4741,1.0568
1238,1,1,1,10.2,0,0,222.57,-0.0108,1.3788,1.0581
1239,1,1,1,10.2,0,0,221.68,-0.0108,1.3788,1.0581
1240,1,1,1,10.1,0,0,222.45,-0.0108,1.3788,1.0581
1241,1,1,1,10.4,0,0,221.51,-0.0107,1.4124,1.0566
1242,1,1,1,8.4,0,0,221.40,-0.0107,1.4124,1.0566
1243,1,1,1,10.8,0,0,221.38,-0.0107,1.4124,1.0566
1244,1,1,1,10.4,0,0,222.65,-0.0106,1.3389,1.0604
1245,1,1,1,10.9,0,0,222.08,-0.0106,1.3389,1.0604
1246,1,1,1,9.9,0,0,221.49,-0.0106,1.3389,1.0604
1247,1,1,1,9.8,0,0,223.02,-0.0107,1.3448,1.0659
1248,1,1,1,11.2,0,0,222.17,-0.0107,1.3448,1.0659
1249,1,1,1,11.1,0,0,220.99,-0.0107,1.3448,1.0659
1250,1,1,1,9.4,0,0,222.83,-0.0107,1.2252,1.0605
1251,1,1,1,10.6,0,0,222.59,-0.0107,1.2252,1.0605
1252,1,1,1,10.1,0,0,221.10,-0.0107,1.2252,1.0605
1253,1,1,1,9.4,0,0,222.60,-0.0106,1.3525,1.0566
1254,1,1,1,8.9,0,0,222.64,-0.0106,1.3525,1.0566
1255,1,1,1,10.9,0,0,222.57,-0.0106,1.3525,1.0566
1256,1,1,1,11.1,0,0,221.98,-0.0107,1.7861,1.0593
1257,1,1,1,8.9,0,0,221.93,-0.0107,1.7861,1.0593
1258,1,1,1,10.1,0,0,220.98,-0.0107,1.7861,1.0593
1259,1,1,1,10.9,0,0,222.00,-0.0107,1.2442,1.0608
1260,1,1,1,9.1,0,0,221.71,-0.0107,1.2442,1.0608
1261,1,1,1,8.9,0,0,221.08,-0.0107,1.2442,1.0608
1262,1,1,1,9.5,0,0,221.42,-0.0107,1.2585,1.0594
1263,1,1,1,10.4,0,0,222.72,-0.0107,1.2585,1.0594
1264,1,1,1,10.4,0,0,222.28,-0.0107,1.2585,1.0594
1265,1,1,1,11.2,0,0,223.15,-0.0108,1.7252,1.0579
1266,1,1,1,10.4,0,0,222.52,-0.0108,1.7252,1.0579
1267,1,1,1,11.5,0,0,218.21,-0.0108,1.7252,1.0579
1268,1,1,1,9.5,0,0,221.68,-0.0106,1.4413,1.0665
1269,1,1,1,12.6,0,0,216.92,-0.0106,1.4413,1.0665
1270,1,1,1,10.8,0,0,223.46,-0.0106,1.4413,1.0665
1271,1,1,1,9.5,0,0,221.74,-0.0108,1.7840,1.0669
1272,1,1,1,10.0,0,0,217.64,-0.0108,1.7840,1.0669
1273,1,1,1,9.1,0,0,222.42,-0.0108,1.7840,1.0669
1274,1,1,1,10.8,0,0,215.59,-0.0107,1.6833,1.0580
1275,1,1,1,11.9,0,0,222.06,-0.0107,1.6833,1.0580
1276,1,1,1,10.9,0,0,217.25,-0.0107,1.6833,1.0580
1277,1,1,1,10.8,0,0,221.50,-0.0107,1.6458,1.0524
1278,1,1,1,11.4,0,0,220.92,-0.0107,1.6458,1.0524
1279,1,1,1,9.4,0,0,217.98,-0.0107,1.6458,1.0524
1280,1,1,1,10.0,0,0,222.34,-0.0106,1.8095,1.0540
1281,1,1,1,11.0,0,0,221.99,-0.0106,1.8095,1.0540
1282,1,1,1,11.8,0,0,223.09,-0.0106,1.8095,1.0540
1283,1,1,1,10.6,0,0,221.69,-0.0108,1.6712,1.0542
1284,1,1,1,10.1,0,0,221.87,-0.0108,1.6712,1.0542
1285,1,1,1,8.6,0,0,222.58,-0.0108,1.6712,1.0542
1286,1,1,1,9.4,0,0,220.92,-0.0107,1.3808,1.0590
1287,1,1,1,11.8,0,0,221.98,-0.0107,1.3808,1.0590
1288,1,1,1,11.0,0,0,224.30,-0.0107,1.3808,1.0590
1289,1,1,1,8.8,0,0,222.21,-0.0108,1.6898,1.0639
1290,1,1,1,10.4,0,0,221.79,-0.0108,1.6898,1.0639
1291,1,1,1,9.8,0,0,222.31,-0.0108,1.6898,1.0639
1292,1,1,1,9.5,0,0,221.43,-0.0106,1.3337,1.0610
1293,1,1,1,10.4,0,0,222.85,-0.0106,1.3337,1.0610
1294,1,1,1,10.4,0,0,220.93,-0.0106,1.3337,1.0610
1295,1,1,1,10.2,0,0,222.71,-0.0107,1.2451,1.0570
1296,1,1,1,9.6,0,0,220.69,-0.0107,1.2451,1.0570
1297,1,1,1,10.6,0,0,221.82,-0.0107,1.2451,1.0570
1298,1,1,1,9.2,0,0,220.89,-0.0108,1.4062,1.0617
1299,1,1,1,8.2,0,0,218.45,-0.0108,1.4062,1.0617
1300,1,1,1,10.5,0,0,221.52,-0.0108,1.4062,1.0617
1301,1,1,1,10.4,0,0,222.68,-0.0108,1.4994,1.0611
1302,1,1,1,10.5,0,0,223.13,-0.0108,1.4994,1.0611
1303,1,1,1,9.6,0,0,222.53,-0.0108,1.4994,1.0611
1304,1,1,1,10.9,0,0,224.41,-0.0108,1.4936,1.0604
1305,1,1,1,10.2,0,0,221.49,-0.0108,1.4936,1.0604
1306,1,1,1,8.6,0,0,221.10,-0.0108,1.4936,1.0604
1307,1,1,1,10.1,0,0,223.17,-0.0106,1.4824,1.0541
1308,1,1,1,11.0,0,0,221.46,-0.0106,1.4824,1.0541
1309,1,1,1,10.4,0,0,216.93,-0.0106,1.4824,1.0541
1310,1,1,1,11.1,0,0,221.53,-0.0107,1.5231,1.0621
1311,1,1,1,8.2,0,0,221.83,-0.0107,1.5231,1.0621
1312,1,1,1,7.8,0,0,221.90,-0.0107,1.5231,1.0621
1313,1,1,1,10.2,0,0,221.60,-0.0107,1.4408,1.0616
1314,1,1,1,10.5,0,0,222.67,-0.0107,1.4408,1.0616
1315,1,1,1,9.2,0,0,210.72,-0.0107,1.4408,1.0616
1316,1,1,1,8.8,0,0,222.32,-0.0106,1.8076,1.0542
1317,1,1,1,9.6,0,0,221.92,-0.0106,1.8076,1.0542
1318,1,1,1,10.6,0,0,221.49,-0.0106,1.8076,1.0542
1319,1,1,1,10.1,0,0,216.83,-0.0107,1.6182,1.0513
1320,1,1,1,8.9,0,0,222.67,-0.0107,1.6182,1.0513
1321,1,1,1,10.2,0,0,222.17,-0.0107,1.6182,1.0513
1322,1,1,1,9.0,0,0,221.77,-0.0106,1.8364,1.0548
1323,1,1,1,8.1,0,0,221.54,-0.0106,1.8364,1.0548
1324,1,1,1,11.0,0,0,223.77,-0.0106,1.8364,1.0548
1325,1,1,1,10.9,0,0,223.14,-0.0108,1.5694,1.0660
1326,1,1,1,11.1,0,0,221.57,-0.0108,1.5694,1.0660
1327,1,1,1,10.9,0,0,221.93,-0.0108,1.5694,1.0660
1328,1,1,1,10.4,0,0,222.11,-0.0108,1.3049,1.0744
1329,1,1,1,9.0,0,0,222.40,-0.0108,1.3049,1.0744
1330,1,1,1,10.9,0,0,222.88,-0.0108,1.3049,1.0744
1331,1,1,1,10.0,0,0,222.95,-0.0108,1.1976,1.0688
1332,1,1,1,10.5,0,0,222.60,-0.0108,1.1976,1.0688
1333,1,1,1,11.2,0,0,221.75,-0.0108,1.1976,1.0688
1334,1,1,1,8.5,0,0,223.11,-0.0108,1.4368,1.0674
1335,1,1,1,12.6,0,0,223.20,-0.0108,1.4368,1.0674
1336,1,1,1,9.1,0,0,222.36,-0.0108,1.4368,1.0674
1337,1,1,1,9.6,0,0,223.45,-0.0107,1.7570,1.0639
1338,1,1,1,11.1,0,0,221.73,-0.0107,1.7570,1.0639
1339,1,1,1,11.8,0,0,222.85,-0.0107,1.7570,1.0639
1340,1,1,1,10.0,0,0,221.76,-0.0108,1.5955,1.0635
1341,1,1,1,10.5,0,0,222.76,-0.0108,1.5955,1.0635
1342,1,1,1,7.2,0,0,222.20,-0.0108,1.5955,1.0635
1343,1,1,1,11.9,0,0,222.13,-0.0107,1.6596,1.0674
1344,1,1,1,9.5,0,0,221.99,-0.0107,1.6596,1.0674
1345,1,1,1,11.0,0,0,221.94,-0.0107,1.6596,1.0674
1346,1,1,1,10.8,0,0,222.15,-0.0110,1.3979,1.0790
1347,1,1,1,8.2,0,0,223.06,-0.0110,1.3979,1.0790
1348,1,1,1,9.1,0,0,221.85,-0.0110,1.3979,1.0790
1349,1,1,1,10.5,0,0,222.58,-0.0109,1.6605,1.0821
1350,1,1,1,10.4,0,0,224.54,-0.0109,1.6605,1.0821
1351,1,1,1,9.2,0,0,216.79,-0.0109,1.6605,1.0821
1352,1,1,1,11.1,0,0,211.88,-0.0109,1.9585,1.0879
1353,1,1,1,8.6,0,0,223.17,-0.0109,1.9585,1.0879
1354,1,1,1,10.1,0,0,227.63,-0.0109,1.9585,1.0879
1355,1,1,1,10.9,0,0,222.99,-0.0111,1.4619,1.0936
1356,1,1,1,9.8,0,0,221.51,-0.0111,1.4619,1.0936
1357,1,1,1,9.9,0,0,223.49,-0.0111,1.4619,1.0936
1358,1,1,1,8.6,0,0,222.61,-0.0109,1.5413,1.0814
1359,1,1,1,12.0,0,0,222.83,-0.0109,1.5413,1.0814
1360,1,1,1,12.6,0,0,222.89,-0.0109,1.5413,1.0814
1361,1,1,1,11.0,0,0,223.27,-0.0108,1.8130,1.0740
1362,1,1,1,10.5,0,0,223.24,-0.0108,1.8130,1.0740
1363,1,1,1,11.4,0,0,223.11,-0.0108,1.8130,1.0740
1364,1,1,1,11.2,0,0,221.42,-0.0109,1.6182,1.0757
1365,1,1,1,8.4,0,0,221.80,-0.0109,1.6182,1.0757
1366,1,1,1,11.2,0,0,221.60,-0.0109,1.6182,1.0757
1367,1,1,1,10.2,0,0,212.22,-0.0111,1.5291,1.1075
1368,1,1,1,10.6,0,0,224.57,-0.0111,1.5291,1.1075
1369,1,1,1,11.8,0,0,223.07,-0.0111,1.5291,1.1075
1370,1,1,1,10.8,0,0,222.16,-0.0117,1.4400,1.1647
1371,1,1,1,9.0,0,0,222.15,-0.0117,1.4400,1.1647
1372,1,1,1,11.0,0,0,222.40,-0.0117,1.4400,1.1647
1373,1,1,1,10.1,0,0,216.10,-0.0115,1.7071,1.1269
1374,1,1,1,9.5,0,0,221.22,-0.0115,1.7071,1.1269
1375,1,1,1,10.9,0,0,223.81,-0.0115,1.7071,1.1269
1376,1,1,1,9.2,0,0,222.78,-0.0113,1.8962,1.1012
1377,1,1,1,11.1,0,0,221.59,-0.0113,1.8962,1.1012
1378,1,1,1,8.1,0,0,222.21,-0.0113,1.8962,1.1012
1379,1,1,1,8.8,0,0,221.90,-0.0106,1.5616,1.0657
1380,1,1,1,9.6,0,0,222.80,-0.0106,1.5616,1.0657
1381,1,1,1,11.0,0,0,222.83,-0.0106,1.5616,1.0657
1382,1,1,1,9.4,0,0,222.26,-0.0107,1.6964,1.0619
1383,1,1,1,10.2,0,0,223.11,-0.0107,1.6964,1.0619
1384,1,1,1,9.9,0,0,221.16,-0.0107,1.6964,1.0619
1385,1,1,1,9.6,0,0,221.38,-0.0110,1.5287,1.0741
1386,1,1,1,11.4,0,0,223.14,-0.0110,1.5287,1.0741
1387,1,1,1,8.4,0,0,220.90,-0.0110,1.5287,1.0741
1388,1,1,1,11.2,0,0,223.20,-0.0110,1.3255,1.0988
1389,1,1,1,9.2,0,0,223.56,-0.0110,1.3255,1.0988
1390,1,1,1,8.8,0,0,222.83,-0.0110,1.3255,1.0988
1391,1,1,1,9.4,0,0,221.18,-0.0112,1.4522,1.1118
1392,1,1,1,11.2,0,0,224.47,-0.0112,1.4522,1.1118
1393,1,1,1,10.2,0,0,221.63,-0.0112,1.4522,1.1118
1394,1,1,1,9.0,0,0,222.22,-0.0111,1.4829,1.1077
1395,1,1,1,9.5,0,0,220.99,-0.0111,1.4829,1.1077
1396,1,1,1,8.6,0,0,222.16,-0.0111,1.4829,1.1077
1397,1,1,1,11.2,0,0,216.43,-0.0112,1.3999,1.1099
1398,1,1,1,9.9,0,0,221.67,-0.0112,1.3999,1.1099
1399,1,1,1,9.9,0,0,223.90,-0.0112,1.3999,1.1099
1400,1,1,1,10.1,0,0,220.84,-0.0111,1.3344,1.1001
1401,1,1,1,9.6,0,0,221.30,-0.0111,1.3344,1.1001
1402,1,1,1,8.9,0,0,221.24,-0.0111,1.3344,1.1001
1403,1,1,1,9.9,0,0,222.48,-0.0112,1.3268,1.1140
1404,1,1,1,9.0,0,0,221.31,-0.0112,1.3268,1.1140
1405,1,1,1,9.8,0,0,223.90,-0.0112,1.3268,1.1140
1406,1,1,1,9.4,0,0,222.64,-0.0114,1.4588,1.1304
1407,1,1,1,10.8,0,0,228.79,-0.0114,1.4588,1.1304
1408,1,1,1,9.6,0,0,222.71,-0.0114,1.4588,1.1304
1408,1,1,1,9.4,0,0,221.33,nan,nan,nan
1409,1,1,1,9.8,0,0,222.75,-0.0118,2.1843,1.1296
1410,1,1,1,10.8,0,0,222.02,-0.0118,2.1843,1.1296
1411,1,1,1,9.0,0,0,222.20,-0.0118,2.1843,1.1296
1412,1,1,1,10.9,0,0,222.12,-0.0108,1.3962,1.0702
1413,1,1,1,8.0,0,0,221.95,-0.0108,1.3962,1.0702
1414,1,1,1,11.1,0,0,221.18,-0.0108,1.3962,1.0702
1415,1,1,1,11.9,0,0,223.89,-0.0109,1.5260,1.0766
1416,1,1,1,8.4,0,0,223.06,-0.0109,1.5260,1.0766
1417,1,1,1,11.1,0,0,223.40,-0.0109,1.5260,1.0766
1418,1,1,1,11.4,0,0,222.62,-0.0111,1.7004,1.0881
1419,1,1,1,9.2,0,0,222.41,-0.0111,1.7004,1.0881
1420,1,1,1,12.8,0,0,222.66,-0.0111,1.7004,1.0881
1421,1,1,1,9.4,0,0,222.74,-0.0110,1.4336,1.0870
1422,1,1,1,7.4,0,0,222.16,-0.0110,1.4336,1.0870
1423,1,1,1,11.5,0,0,222.06,-0.0110,1.4336,1.0870
1424,1,1,1,9.1,0,0,216.05,-0.0108,1.8456,1.0741
1425,1,1,1,8.9,0,0,222.40,-0.0108,1.8456,1.0741
1426,1,1,1,10.5,0,0,222.02,-0.0108,1.8456,1.0741
1427,1,1,1,9.2,0,0,222.09,-0.0108,1.7816,1.0674
1428,1,1,1,8.8,0,0,223.28,-0.0108,1.7816,1.0674
1429,1,1,1,10.6,0,0,222.10,-0.0108,1.7816,1.0674
1430,1,1,1,10.1,0,0,222.99,-0.0109,2.1354,1.0756
1431,1,1,1,11.5,0,0,221.84,-0.0109,2.1354,1.0756
1432,1,1,1,9.2,0,0,222.42,-0.0109,2.1354,1.0756
1433,1,1,1,11.0,0,0,222.76,-0.0108,2.6015,1.0746
1434,1,1,1,10.1,0,0,222.66,-0.0108,2.6015,1.0746
1435,1,1,1,9.8,0,0,222.88,-0.0108,2.6015,1.0746
1436,1,1,1,10.1,0,0,221.79,-0.0110,2.0742,1.0806
1437,1,1,1,8.9,0,0,220.23,-0.0110,2.0742,1.0806
1438,1,1,1,9.5,0,0,221.86,-0.0110,2.0742,1.0806
1439,1,1,1,10.2,0,0,222.08,-0.0110,1.8125,1.0825
1440,1,1,1,10.2,0,0,228.67,-0.0110,1.8125,1.0825
1441,1,1,1,11.6,0,0,221.97,-0.0110,1.8125,1.0825
1442,1,1,1,9.1,0,0,216.24,-0.0112,1.8965,1.1126
1443,1,1,1,8.5,0,0,222.05,-0.0112,1.8965,1.1126
1444,1,1,1,11.0,0,0,189.27,-0.0112,1.8965,1.1126
1445,1,1,1,10.6,0,0,215.06,-0.0117,3.5898,1.1523
1446,1,1,1,9.9,0,0,183.79,-0.0117,3.5898,1.1523
1447,1,1,1,10.0,0,0,210.63,-0.0117,3.5898,1.1523
1448,1,1,1,9.9,0,0,215.40,-0.0117,2.6872,1.1563
1449,1,1,1,10.6,0,0,226.28,-0.0117,2.6872,1.1563
1450,1,1,1,9.2,0,0,220.90,-0.0117,2.6872,1.1563
1451,1,1,1,9.8,0,0,217.61,-0.0112,2.3646,1.1039
1452,1,1,1,9.8,0,0,221.58,-0.0112,2.3646,1.1039
1453,1,1,1,9.5,0,0,222.09,-0.0112,2.3646,1.1039
1454,1,1,1,7.8,0,0,220.73,-0.0109,1.6960,1.0837
1455,1,1,1,9.8,0,0,222.58,-0.0109,1.6960,1.0837
1456,1,1,1,9.4,0,0,221.93,-0.0109,1.6960,1.0837
1457,1,1,1,8.9,0,0,223.31,-0.0109,2.2534,1.0799
1458,1,1,1,10.0,0,0,221.71,-0.0109,2.2534,1.0799
1459,1,1,1,10.9,0,0,221.65,-0.0109,2.2534,1.0799
1460,1,1,1,8.5,0,0,220.99,-0.0110,1.7521,1.0839
1461,1,1,1,9.1,0,0,222.09,-0.0110,1.7521,1.0839
1462,1,1,1,11.6,0,0,221.81,-0.0110,1.7521,1.0839
1463,1,1,1,12.2,0,0,223.07,-0.0109,1.6528,1.0837
1464,1,1,1,10.8,0,0,222.30,-0.0109,1.6528,1.0837
1465,1,1,1,10.1,0,0,222.07,-0.0109,1.6528,1.0837
1466,1,1,1,11.0,0,0,222.46,-0.0109,1.5558,1.0848
1467,1,1,1,10.6,0,0,222.93,-0.0109,1.5558,1.0848
1468,1,1,1,10.0,0,0,222.60,-0.0109,1.5558,1.0848
1469,1,1,1,10.4,0,0,224.06,-0.0108,2.0104,1.0744
1470,1,1,1,7.5,0,0,222.98,-0.0108,2.0104,1.0744
1471,1,1,1,9.4,0,0,221.60,-0.0108,2.0104,1.0744
1472,1,1,1,8.0,0,0,224.73,-0.0107,1.5454,1.0560
1473,1,1,1,10.9,0,0,221.25,-0.0107,1.5454,1.0560
1474,1,1,1,8.2,0,0,221.62,-0.0107,1.5454,1.0560
1475,1,1,1,9.8,0,0,222.37,-0.0108,1.3881,1.0597
1476,1,1,1,9.2,0,0,222.11,-0.0108,1.3881,1.0597
1477,1,1,1,9.2,0,0,221.47,-0.0108,1.3881,1.0597
1478,1,1,1,11.4,0,0,222.36,-0.0106,1.4951,1.0555
1479,1,1,1,11.2,0,0,222.64,-0.0106,1.4951,1.0555
1480,1,1,1,12.5,0,0,222.16,-0.0106,1.4951,1.0555
1481,1,1,1,10.2,0,0,221.92,-0.0107,1.4604,1.0645
1482,1,1,1,10.8,0,0,217.20,-0.0107,1.4604,1.0645
1483,1,1,1,10.4,0,0,222.41,-0.0107,1.4604,1.0645
1484,1,1,1,10.8,0,0,222.78,-0.0107,1.3783,1.0625
1485,1,1,1,8.4,0,0,222.86,-0.0107,1.3783,1.0625
1486,1,1,1,10.4,0,0,222.34,-0.0107,1.3783,1.0625
1487,1,1,1,9.4,0,0,222.34,-0.0107,1.3779,1.0538
1488,1,1,1,9.0,0,0,223.67,-0.0107,1.3779,1.0538
1489,1,1,1,8.5,0,0,220.34,-0.0107,1.3779,1.0538
1490,1,1,1,8.2,0,0,222.39,-0.0103,1.2338,1.0314
1491,1,1,1,11.5,0,0,221.87,-0.0103,1.2338,1.0314
1492,1,1,1,10.8,0,0,222.85,-0.0103,1.2338,1.0314
1493,1,1,1,10.1,0,0,221.99,-0.0104,1.5599,1.0260
1494,1,1,1,8.4,0,0,222.37,-0.0104,1.5599,1.0260
1495,1,1,1,8.1,0,0,223.42,-0.0104,1.5599,1.0260
1496,1,1,1,9.1,0,0,221.54,-0.0105,1.2988,1.0415
1497,1,1,1,10.5,0,0,223.31,-0.0105,1.2988,1.0415
1498,1,1,1,7.5,0,0,222.56,-0.0105,1.2988,1.0415
1499,1,1,1,9.5,0,0,221.74,-0.0107,1.2567,1.0532
1500,1,1,1,11.0,0,0,221.66,-0.0107,1.2567,1.0532
1501,1,1,1,10.4,0,0,222.48,-0.0107,1.2567,1.0532
1502,1,1,1,10.1,0,0,220.46,-0.0108,1.2390,1.0628
1503,1,1,1,10.5,0,0,223.25,-0.0108,1.2390,1.0628
1504,1,1,1,10.9,0,0,221.66,-0.0108,1.2390,1.0628
1505,1,1,1,10.6,0,0,223.81,-0.0108,1.5954,1.0588
1506,1,1,1,10.2,0,0,222.69,-0.0108,1.5954,1.0588
1507,1,1,1,11.0,0,0,222.81,-0.0108,1.5954,1.0588
1508,1,1,1,8.4,0,0,221.93,-0.0106,1.5049,1.0427
1509,1,1,1,8.9,0,0,221.15,-0.0106,1.5049,1.0427
1510,1,1,1,10.0,0,0,216.97,-0.0106,1.5049,1.0427
1511,1,1,1,9.6,0,0,222.49,-0.0106,1.5681,1.0522
1512,1,1,1,10.1,0,0,222.11,-0.0106,1.5681,1.0522
1513,1,1,1,9.4,0,0,222.33,-0.0106,1.5681,1.0522
1514,1,1,1,10.8,0,0,222.71,-0.0107,1.3534,1.0631
1515,1,1,1,11.6,0,0,221.96,-0.0107,1.3534,1.0631
1516,1,1,1,10.6,0,0,222.20,-0.0107,1.3534,1.0631
1517,1,1,1,12.1,0,0,222.15,-0.0109,1.4152,1.0834
1518,1,1,1,11.4,0,0,222.45,-0.0109,1.4152,1.0834
1519,1,1,1,8.8,0,0,222.96,-0.0109,1.4152,1.0834
1520,1,1,1,10.5,0,0,222.97,-0.0110,1.4722,1.0809
1521,1,1,1,11.4,0,0,222.94,-0.0110,1.4722,1.0809
1522,1,1,1,10.4,0,0,221.42,-0.0110,1.4722,1.0809
1523,1,1,1,10.5,0,0,223.49,-0.0109,1.2166,1.0698
1524,1,1,1,9.4,0,0,222.61,-0.0109,1.2166,1.0698
1525,1,1,1,11.1,0,0,221.58,-0.0109,1.2166,1.0698
1526,1,1,1,9.6,0,0,222.13,-0.0106,1.2274,1.0538
1527,1,1,1,9.6,0,0,222.32,-0.0106,1.2274,1.0538
1528,1,1,1,10.1,0,0,221.18,-0.0106,1.2274,1.0538
1529,1,1,1,9.1,0,0,221.38,-0.0107,1.2021,1.0492
1530,1,1,1,9.6,0,0,223.02,-0.0107,1.2021,1.0492
1531,1,1,1,10.5,0,0,222.14,-0.0107,1.2021,1.0492
1532,1,1,1,9.6,0,0,222.77,-0.0105,1.6458,1.0384
1533,1,1,1,8.6,0,0,222.96,-0.0105,1.6458,1.0384
1534,1,1,1,10.6,0,0,221.31,-0.0105,1.6458,1.0384
1535,1,1,1,12.6,0,0,224.65,-0.0106,1.2993,1.0443
1536,1,1,1,8.8,0,0,222.67,-0.0106,1.2993,1.0443
1537,1,1,1,13.2,0,0,218.22,-0.0106,1.2993,1.0443
1538,1,1,1,10.1,0,0,222.82,-0.0107,1.2468,1.0702
1539,1,1,1,8.6,0,0,222.84,-0.0107,1.2468,1.0702
1540,1,1,1,8.8,0,0,222.38,-0.0107,1.2468,1.0702
