Episode,NumGreen,NumYellow,NumRed,NumWaste,WasteLeft,DisposedWaste,TotalReward,AvgActorLoss,AvgCriticLoss,AvgEntropy
10238,1,1,1,10.1,0,0,77.75,-0.0123,2.9965,1.1707
10239,1,1,1,11.6,0,0,106.42,-0.0123,2.9965,1.1707
10240,1,1,1,8.1,0,0,70.51,-0.0123,2.9965,1.1707
10241,1,1,1,10.2,0,0,81.03,-0.0119,2.8131,1.1840
10242,1,1,1,10.5,0,0,87.14,-0.0119,2.8131,1.1840
10243,1,1,1,10.1,0,0,95.28,-0.0119,2.8131,1.1840
10244,1,1,1,8.6,0,0,82.36,-0.0121,2.7188,1.1926
10245,1,1,1,10.5,0,0,106.00,-0.0121,2.7188,1.1926
10246,1,1,1,8.8,0,0,81.07,-0.0121,2.7188,1.1926
10247,1,1,1,9.8,0,0,81.94,-0.0118,2.9724,1.1706
10248,1,1,1,9.9,0,0,80.02,-0.0118,2.9724,1.1706
10249,1,1,1,10.0,0,0,86.68,-0.0118,2.9724,1.1706
10250,1,1,1,8.4,0,0,60.34,-0.0123,2.3545,1.1921
10251,1,1,1,11.2,0,0,98.20,-0.0123,2.3545,1.1921
10252,1,1,1,8.4,0,0,61.37,-0.0123,2.3545,1.1921
10253,1,1,1,9.5,0,0,89.05,-0.0121,2.2923,1.1823
10254,1,1,1,12.0,0,0,84.98,-0.0121,2.2923,1.1823
10255,1,1,1,9.1,0,0,84.75,-0.0121,2.2923,1.1823
10256,1,1,1,9.8,0,0,86.34,-0.0118,2.7551,1.1599
10257,1,1,1,10.6,0,0,84.46,-0.0118,2.7551,1.1599
10258,1,1,1,9.5,0,0,81.97,-0.0118,2.7551,1.1599
10259,1,1,1,9.2,0,0,79.12,-0.0119,2.4926,1.1657
10260,1,1,1,10.6,0,0,105.06,-0.0119,2.4926,1.1657
10261,1,1,1,9.8,0,0,77.98,-0.0119,2.4926,1.1657
10262,1,1,1,11.2,0,0,99.30,-0.0121,2.5458,1.1735
10263,1,1,1,11.6,0,0,100.96,-0.0121,2.5458,1.1735
10264,1,1,1,10.0,0,0,74.16,-0.0121,2.5458,1.1735
10265,1,1,1,9.5,0,0,74.55,-0.0117,2.6626,1.1608
10266,1,1,1,9.4,0,0,90.19,-0.0117,2.6626,1.1608
10267,1,1,1,10.2,0,0,86.66,-0.0117,2.6626,1.1608
10268,1,1,1,9.6,0,0,90.53,-0.0118,2.7769,1.1675
10269,1,1,1,9.4,0,0,81.85,-0.0118,2.7769,1.1675
10270,1,1,1,9.4,0,0,75.08,-0.0118,2.7769,1.1675
10271,1,1,1,9.8,0,0,68.05,-0.0121,2.3438,1.1831
10272,1,1,1,10.5,0,0,84.12,-0.0121,2.3438,1.1831
10273,1,1,1,9.1,0,0,69.33,-0.0121,2.3438,1.1831
10274,1,1,1,7.9,0,0,73.28,-0.0119,2.3196,1.1788
10275,1,1,1,10.0,0,0,90.54,-0.0119,2.3196,1.1788
10276,1,1,1,10.8,0,0,57.01,-0.0119,2.3196,1.1788
10277,1,1,1,9.5,0,0,63.86,-0.0117,2.8535,1.1600
10278,1,1,1,8.8,0,0,50.54,-0.0117,2.8535,1.1600
10279,1,1,1,12.0,0,0,70.78,-0.0117,2.8535,1.1600
10280,1,1,1,10.2,0,0,65.18,-0.0118,2.1699,1.1734
10281,1,1,1,11.1,0,0,77.28,-0.0118,2.1699,1.1734
10282,1,1,1,8.6,0,0,62.48,-0.0118,2.1699,1.1734
10283,1,1,1,11.5,0,0,66.33,-0.0116,2.0459,1.1409
10284,1,1,1,7.9,0,0,64.29,-0.0116,2.0459,1.1409
10285,1,1,1,9.8,0,0,64.58,-0.0116,2.0459,1.1409
10286,1,1,1,10.6,0,0,94.90,-0.0117,2.0351,1.1443
10287,1,1,1,10.5,0,0,84.29,-0.0117,2.0351,1.1443
10288,1,1,1,10.5,0,0,69.67,-0.0117,2.0351,1.1443
10289,1,1,1,11.1,0,0,111.63,-0.0115,2.8038,1.1215
10290,1,1,1,9.4,0,0,60.97,-0.0115,2.8038,1.1215
10291,1,1,1,9.5,0,0,79.90,-0.0115,2.8038,1.1215
10292,1,1,1,9.2,0,0,70.09,-0.0113,2.0552,1.1091
10293,1,1,1,10.2,0,0,75.72,-0.0113,2.0552,1.1091
10294,1,1,1,8.8,0,0,50.55,-0.0113,2.0552,1.1091
10295,1,1,1,8.6,0,0,63.37,-0.0114,2.2048,1.1267
10296,1,1,1,11.6,0,0,72.46,-0.0114,2.2048,1.1267
10297,1,1,1,8.8,0,0,69.75,-0.0114,2.2048,1.1267
10298,1,1,1,11.5,0,0,91.92,-0.0112,2.7007,1.0965
10299,1,1,1,10.5,0,0,82.79,-0.0112,2.7007,1.0965
10300,1,1,1,9.4,0,0,83.27,-0.0112,2.7007,1.0965
10301,1,1,1,8.2,0,0,60.56,-0.0114,2.5411,1.1215
10302,1,1,1,8.6,0,0,85.63,-0.0114,2.5411,1.1215
10303,1,1,1,9.6,0,0,73.18,-0.0114,2.5411,1.1215
10304,1,1,1,11.1,0,0,72.10,-0.0113,2.3632,1.1218
10305,1,1,1,11.4,0,0,74.69,-0.0113,2.3632,1.1218
10306,1,1,1,10.9,0,0,66.26,-0.0113,2.3632,1.1218
10307,1,1,1,10.9,0,0,69.10,-0.0114,2.1865,1.1120
10308,1,1,1,8.8,0,0,65.63,-0.0114,2.1865,1.1120
10309,1,1,1,11.0,0,0,84.50,-0.0114,2.1865,1.1120
10310,1,1,1,8.2,0,0,68.03,-0.0115,2.2871,1.1343
10311,1,1,1,8.5,0,0,94.47,-0.0115,2.2871,1.1343
10312,1,1,1,10.1,0,0,78.56,-0.0115,2.2871,1.1343
10313,1,1,1,10.8,0,0,96.61,-0.0117,2.9173,1.1519
10314,1,1,1,9.8,0,0,78.48,-0.0117,2.9173,1.1519
10315,1,1,1,8.1,0,0,63.34,-0.0117,2.9173,1.1519
10316,1,1,1,8.1,0,0,75.76,-0.0120,2.2541,1.1718
10317,1,1,1,9.4,0,0,93.82,-0.0120,2.2541,1.1718
10318,1,1,1,9.4,0,0,59.19,-0.0120,2.2541,1.1718
10319,1,1,1,9.0,0,0,84.75,-0.0119,2.1142,1.1722
10320,1,1,1,9.1,0,0,93.02,-0.0119,2.1142,1.1722
10321,1,1,1,9.8,0,0,70.60,-0.0119,2.1142,1.1722
10322,1,1,1,11.5,0,0,111.45,-0.0118,3.1172,1.1580
10323,1,1,1,10.5,0,0,82.88,-0.0118,3.1172,1.1580
10324,1,1,1,10.2,0,0,100.29,-0.0118,3.1172,1.1580
10325,1,1,1,9.1,0,0,86.69,-0.0118,2.4814,1.1605
10326,1,1,1,10.0,0,0,61.78,-0.0118,2.4814,1.1605
10327,1,1,1,11.1,0,0,74.58,-0.0118,2.4814,1.1605
10328,1,1,1,11.9,0,0,100.08,-0.0116,2.9116,1.1474
10329,1,1,1,10.5,0,0,102.40,-0.0116,2.9116,1.1474
10330,1,1,1,11.9,0,0,108.55,-0.0116,2.9116,1.1474
10331,1,1,1,11.2,0,0,94.75,-0.0117,2.7948,1.1497
10332,1,1,1,9.1,0,0,80.49,-0.0117,2.7948,1.1497
10333,1,1,1,8.0,0,0,67.29,-0.0117,2.7948,1.1497
10334,1,1,1,12.2,0,0,112.72,-0.0117,2.4300,1.1497
10335,1,1,1,10.2,0,0,109.43,-0.0117,2.4300,1.1497
10336,1,1,1,10.2,0,0,89.87,-0.0117,2.4300,1.1497
10337,1,1,1,10.1,0,0,78.89,-0.0119,2.5386,1.1680
10338,1,1,1,7.8,0,0,65.28,-0.0119,2.5386,1.1680
10339,1,1,1,9.2,0,0,85.17,-0.0119,2.5386,1.1680
10340,1,1,1,9.4,0,0,59.08,-0.0118,2.0372,1.1673
10341,1,1,1,8.5,0,0,74.40,-0.0118,2.0372,1.1673
10342,1,1,1,7.8,0,0,64.89,-0.0118,2.0372,1.1673
10343,1,1,1,10.8,0,0,74.93,-0.0118,2.0857,1.1622
10344,1,1,1,10.4,0,0,89.51,-0.0118,2.0857,1.1622
10345,1,1,1,7.2,0,0,56.28,-0.0118,2.0857,1.1622
10346,1,1,1,8.8,0,0,77.40,-0.0118,2.1772,1.1668
10347,1,1,1,10.0,0,0,83.91,-0.0118,2.1772,1.1668
10348,1,1,1,8.6,0,0,83.95,-0.0118,2.1772,1.1668
10349,1,1,1,10.4,0,0,84.18,-0.0117,2.1529,1.1545
10350,1,1,1,11.4,0,0,78.96,-0.0117,2.1529,1.1545
10351,1,1,1,9.9,0,0,81.13,-0.0117,2.1529,1.1545
10352,1,1,1,9.4,0,0,78.50,-0.0118,2.8488,1.1668
10353,1,1,1,9.6,0,0,60.92,-0.0118,2.8488,1.1668
10354,1,1,1,9.4,0,0,73.33,-0.0118,2.8488,1.1668
10355,1,1,1,7.6,0,0,58.92,-0.0121,2.3904,1.1984
10356,1,1,1,10.0,0,0,82.04,-0.0121,2.3904,1.1984
10357,1,1,1,12.9,0,0,104.26,-0.0121,2.3904,1.1984
10358,1,1,1,11.4,0,0,100.19,-0.0117,3.1541,1.1502
10359,1,1,1,9.5,0,0,101.00,-0.0117,3.1541,1.1502
10360,1,1,1,10.4,0,0,54.41,-0.0117,3.1541,1.1502
10361,1,1,1,8.9,0,0,46.11,-0.0119,1.9126,1.1763
10362,1,1,1,11.4,0,0,91.19,-0.0119,1.9126,1.1763
10363,1,1,1,9.8,0,0,62.05,-0.0119,1.9126,1.1763
10364,1,1,1,10.0,0,0,86.73,-0.0121,2.6715,1.1764
10365,1,1,1,9.0,0,0,68.48,-0.0121,2.6715,1.1764
10366,1,1,1,10.8,0,0,90.00,-0.0121,2.6715,1.1764
10367,1,1,1,9.8,0,0,92.37,-0.0121,2.5398,1.1685
10368,1,1,1,11.0,0,0,98.77,-0.0121,2.5398,1.1685
10369,1,1,1,13.2,0,0,100.30,-0.0121,2.5398,1.1685
10370,1,1,1,10.9,0,0,104.84,-0.0118,3.3665,1.1619
10371,1,1,1,10.6,0,0,61.96,-0.0118,3.3665,1.1619
10372,1,1,1,10.8,0,0,92.80,-0.0118,3.3665,1.1619
10373,1,1,1,11.9,0,0,95.10,-0.0118,3.1333,1.1622
10374,1,1,1,10.0,0,0,84.91,-0.0118,3.1333,1.1622
10375,1,1,1,10.8,0,0,83.72,-0.0118,3.1333,1.1622
10376,1,1,1,9.4,0,0,73.39,-0.0117,2.3616,1.1648
10377,1,1,1,9.1,0,0,49.88,-0.0117,2.3616,1.1648
10378,1,1,1,9.6,0,0,67.87,-0.0117,2.3616,1.1648
10379,1,1,1,12.4,0,0,97.77,-0.0118,3.0399,1.1685
10380,1,1,1,10.9,0,0,72.85,-0.0118,3.0399,1.1685
10381,1,1,1,9.5,0,0,52.33,-0.0118,3.0399,1.1685
10382,1,1,1,9.6,0,0,66.00,-0.0121,2.6501,1.1718
10383,1,1,1,11.0,0,0,91.52,-0.0121,2.6501,1.1718
10384,1,1,1,10.2,0,0,78.70,-0.0121,2.6501,1.1718
10385,1,1,1,10.9,0,0,89.72,-0.0121,2.9567,1.1693
10386,1,1,1,10.2,0,0,72.74,-0.0121,2.9567,1.1693
10387,1,1,1,10.1,0,0,93.05,-0.0121,2.9567,1.1693
10388,1,1,1,11.0,0,0,108.70,-0.0123,3.3874,1.1772
10389,1,1,1,8.9,0,0,92.34,-0.0123,3.3874,1.1772
10390,1,1,1,9.6,0,0,69.71,-0.0123,3.3874,1.1772
10391,1,1,1,10.1,0,0,85.20,-0.0121,3.0015,1.1851
10392,1,1,1,8.4,0,0,49.84,-0.0121,3.0015,1.1851
10393,1,1,1,11.5,0,0,59.90,-0.0121,3.0015,1.1851
10394,1,1,1,11.8,0,0,89.62,-0.0123,2.7819,1.2048
10395,1,1,1,12.0,0,0,95.01,-0.0123,2.7819,1.2048
10396,1,1,1,11.9,0,0,85.57,-0.0123,2.7819,1.2048
10397,1,1,1,8.1,0,0,64.10,-0.0122,2.4742,1.1971
10398,1,1,1,11.5,0,0,113.46,-0.0122,2.4742,1.1971
10399,1,1,1,9.4,0,0,91.22,-0.0122,2.4742,1.1971
10400,1,1,1,8.1,0,0,68.85,-0.0122,2.7575,1.1945
10401,1,1,1,8.5,0,0,75.01,-0.0122,2.7575,1.1945
10402,1,1,1,11.5,0,0,97.54,-0.0122,2.7575,1.1945
10403,1,1,1,10.6,0,0,107.73,-0.0119,2.5916,1.1871
10404,1,1,1,9.6,0,0,85.67,-0.0119,2.5916,1.1871
10405,1,1,1,7.6,0,0,51.05,-0.0119,2.5916,1.1871
10406,1,1,1,9.5,0,0,99.00,-0.0123,2.1311,1.2085
10407,1,1,1,12.5,0,0,78.10,-0.0123,2.1311,1.2085
10408,1,1,1,10.2,0,0,82.81,-0.0123,2.1311,1.2085
10409,1,1,1,10.5,0,0,92.09,-0.0121,2.4797,1.1900
10410,1,1,1,9.5,0,0,89.09,-0.0121,2.4797,1.1900
10411,1,1,1,10.6,0,0,84.04,-0.0121,2.4797,1.1900
10412,1,1,1,11.0,0,0,108.14,-0.0122,2.5480,1.1948
10413,1,1,1,10.2,0,0,97.32,-0.0122,2.5480,1.1948
10414,1,1,1,10.4,0,0,80.21,-0.0122,2.5480,1.1948
10415,1,1,1,9.2,0,0,85.42,-0.0121,2.2143,1.1819
10416,1,1,1,11.5,0,0,120.37,-0.0121,2.2143,1.1819
10417,1,1,1,8.5,0,0,83.37,-0.0121,2.2143,1.1819
10418,1,1,1,11.0,0,0,87.07,-0.0118,2.7386,1.1466
10419,1,1,1,8.8,0,0,74.36,-0.0118,2.7386,1.1466
10420,1,1,1,9.0,0,0,85.22,-0.0118,2.7386,1.1466
10421,1,1,1,11.9,0,0,91.13,-0.0118,2.3424,1.1635
10422,1,1,1,10.6,0,0,74.22,-0.0118,2.3424,1.1635
10423,1,1,1,10.8,0,0,84.95,-0.0118,2.3424,1.1635
10424,1,1,1,10.4,0,0,92.05,-0.0118,2.5899,1.1656
10425,1,1,1,10.0,0,0,85.45,-0.0118,2.5899,1.1656
10426,1,1,1,9.5,0,0,88.61,-0.0118,2.5899,1.1656
10427,1,1,1,9.1,0,0,79.59,-0.0118,2.6265,1.1613
10428,1,1,1,10.8,0,0,77.42,-0.0118,2.6265,1.1613
10429,1,1,1,9.6,0,0,102.38,-0.0118,2.6265,1.1613
10430,1,1,1,9.4,0,0,102.30,-0.0116,2.8602,1.1526
10431,1,1,1,10.0,0,0,86.73,-0.0116,2.8602,1.1526
10432,1,1,1,11.1,0,0,102.19,-0.0116,2.8602,1.1526
10433,1,1,1,10.6,0,0,96.78,-0.0119,3.3714,1.1597
10434,1,1,1,10.5,0,0,102.56,-0.0119,3.3714,1.1597
10435,1,1,1,10.0,0,0,76.63,-0.0119,3.3714,1.1597
10436,1,1,1,8.6,0,0,72.39,-0.0119,2.5722,1.1604
10437,1,1,1,9.6,0,0,56.30,-0.0119,2.5722,1.1604
10438,1,1,1,9.0,0,0,66.48,-0.0119,2.5722,1.1604
10439,1,1,1,10.2,0,0,82.81,-0.0120,2.6359,1.1792
10440,1,1,1,10.8,0,0,82.00,-0.0120,2.6359,1.1792
10441,1,1,1,10.1,0,0,60.80,-0.0120,2.6359,1.1792
10442,1,1,1,9.6,0,0,63.70,-0.0118,2.5336,1.1683
10443,1,1,1,10.9,0,0,96.62,-0.0118,2.5336,1.1683
10444,1,1,1,10.2,0,0,98.06,-0.0118,2.5336,1.1683
10445,1,1,1,12.2,0,0,97.38,-0.0116,3.4562,1.1457
10446,1,1,1,11.0,0,0,63.71,-0.0116,3.4562,1.1457
10447,1,1,1,11.1,0,0,84.29,-0.0116,3.4562,1.1457
10448,1,1,1,9.2,0,0,57.05,-0.0120,2.9426,1.1558
10449,1,1,1,8.4,0,0,40.22,-0.0120,2.9426,1.1558
10450,1,1,1,8.5,0,0,61.80,-0.0120,2.9426,1.1558
10451,1,1,1,8.8,0,0,66.73,-0.0120,2.3035,1.1780
10452,1,1,1,11.8,0,0,105.76,-0.0120,2.3035,1.1780
10453,1,1,1,10.4,0,0,93.17,-0.0120,2.3035,1.1780
10454,1,1,1,9.5,0,0,58.94,-0.0119,2.6739,1.1772
10455,1,1,1,10.2,0,0,106.23,-0.0119,2.6739,1.1772
10456,1,1,1,9.5,0,0,89.81,-0.0119,2.6739,1.1772
10457,1,1,1,8.8,0,0,78.81,-0.0117,2.8907,1.1471
10458,1,1,1,10.5,0,0,104.89,-0.0117,2.8907,1.1471
10459,1,1,1,7.6,0,0,64.54,-0.0117,2.8907,1.1471
10460,1,1,1,10.4,0,0,79.34,-0.0118,2.3550,1.1560
10461,1,1,1,8.0,0,0,77.01,-0.0118,2.3550,1.1560
10462,1,1,1,11.6,0,0,94.70,-0.0118,2.3550,1.1560
10463,1,1,1,10.0,0,0,112.47,-0.0117,2.8318,1.1645
10464,1,1,1,10.1,0,0,98.54,-0.0117,2.8318,1.1645
10465,1,1,1,9.5,0,0,86.94,-0.0117,2.8318,1.1645
10466,1,1,1,10.1,0,0,74.08,-0.0116,2.4554,1.1487
10467,1,1,1,10.5,0,0,81.10,-0.0116,2.4554,1.1487
10468,1,1,1,9.0,0,0,83.43,-0.0116,2.4554,1.1487
10469,1,1,1,10.8,0,0,96.57,-0.0117,2.5555,1.1588
10470,1,1,1,10.1,0,0,84.27,-0.0117,2.5555,1.1588
10471,1,1,1,9.6,0,0,78.30,-0.0117,2.5555,1.1588
10472,1,1,1,11.0,0,0,106.07,-0.0115,2.4179,1.1422
10473,1,1,1,9.0,0,0,78.83,-0.0115,2.4179,1.1422
10474,1,1,1,9.5,0,0,85.65,-0.0115,2.4179,1.1422
10475,1,1,1,11.0,0,0,73.69,-0.0117,2.3769,1.1529
10476,1,1,1,11.5,0,0,100.55,-0.0117,2.3769,1.1529
10477,1,1,1,10.0,0,0,84.51,-0.0117,2.3769,1.1529
10478,1,1,1,10.6,0,0,80.27,-0.0117,3.0359,1.1426
10479,1,1,1,11.0,0,0,82.41,-0.0117,3.0359,1.1426
10480,1,1,1,9.4,0,0,77.34,-0.0117,3.0359,1.1426
10481,1,1,1,10.8,0,0,101.28,-0.0113,2.4796,1.1272
10482,1,1,1,9.8,0,0,97.27,-0.0113,2.4796,1.1272
10483,1,1,1,11.8,0,0,97.52,-0.0113,2.4796,1.1272
10484,1,1,1,9.5,0,0,89.54,-0.0113,2.7573,1.1247
10485,1,1,1,9.1,0,0,74.45,-0.0113,2.7573,1.1247
10486,1,1,1,11.0,0,0,96.16,-0.0113,2.7573,1.1247
10487,1,1,1,7.9,0,0,74.64,-0.0117,2.2655,1.1358
10488,1,1,1,8.9,0,0,83.44,-0.0117,2.2655,1.1358
10489,1,1,1,10.0,0,0,105.56,-0.0117,2.2655,1.1358
10490,1,1,1,10.9,0,0,105.90,-0.0113,2.5070,1.1253
10491,1,1,1,8.6,0,0,65.97,-0.0113,2.5070,1.1253
10492,1,1,1,9.8,0,0,92.42,-0.0113,2.5070,1.1253
10493,1,1,1,9.0,0,0,85.14,-0.0116,2.5054,1.1462
10494,1,1,1,11.2,0,0,94.17,-0.0116,2.5054,1.1462
10495,1,1,1,10.8,0,0,86.48,-0.0116,2.5054,1.1462
10496,1,1,1,11.8,0,0,96.25,-0.0114,3.2544,1.1314
10497,1,1,1,11.2,0,0,100.61,-0.0114,3.2544,1.1314
10498,1,1,1,10.1,0,0,79.72,-0.0114,3.2544,1.1314
10499,1,1,1,10.0,0,0,93.88,-0.0116,2.8580,1.1448
10500,1,1,1,10.0,0,0,80.30,-0.0116,2.8580,1.1448
10501,1,1,1,11.4,0,0,111.12,-0.0116,2.8580,1.1448
10502,1,1,1,10.5,0,0,92.15,-0.0116,3.3379,1.1388
10503,1,1,1,8.2,0,0,73.54,-0.0116,3.3379,1.1388
10504,1,1,1,10.9,0,0,92.18,-0.0116,3.3379,1.1388
10505,1,1,1,9.5,0,0,62.95,-0.0118,2.4085,1.1607
10506,1,1,1,8.8,0,0,91.72,-0.0118,2.4085,1.1607
10507,1,1,1,10.5,0,0,104.62,-0.0118,2.4085,1.1607
10508,1,1,1,10.1,0,0,92.93,-0.0118,2.2223,1.1530
10509,1,1,1,9.1,0,0,76.95,-0.0118,2.2223,1.1530
10510,1,1,1,12.2,0,0,107.21,-0.0118,2.2223,1.1530
10511,1,1,1,10.4,0,0,87.34,-0.0117,2.2691,1.1609
10512,1,1,1,9.1,0,0,73.68,-0.0117,2.2691,1.1609
10513,1,1,1,9.0,0,0,74.44,-0.0117,2.2691,1.1609
10514,1,1,1,11.6,0,0,116.38,-0.0116,2.3808,1.1497
10515,1,1,1,11.4,0,0,115.56,-0.0116,2.3808,1.1497
10516,1,1,1,12.2,0,0,110.46,-0.0116,2.3808,1.1497
10516,1,1,1,9.2,0,0,59.24,nan,nan,nan
10517,1,1,1,9.5,0,0,86.26,-0.0124,2.5451,1.1534
10518,1,1,1,8.6,0,0,68.29,-0.0124,2.5451,1.1534
10519,1,1,1,8.4,0,0,81.29,-0.0124,2.5451,1.1534
10520,1,1,1,10.8,0,0,102.33,-0.0121,1.9697,1.1655
10521,1,1,1,10.0,0,0,86.58,-0.0121,1.9697,1.1655
10522,1,1,1,9.8,0,0,80.78,-0.0121,1.9697,1.1655
10523,1,1,1,7.9,0,0,73.03,-0.0120,2.2858,1.1762
10524,1,1,1,8.8,0,0,79.08,-0.0120,2.2858,1.1762
10525,1,1,1,8.5,0,0,74.99,-0.0120,2.2858,1.1762
10526,1,1,1,9.8,0,0,49.93,-0.0121,1.8452,1.1867
10527,1,1,1,11.0,0,0,85.09,-0.0121,1.8452,1.1867
10528,1,1,1,10.9,0,0,111.03,-0.0121,1.8452,1.1867
10529,1,1,1,10.6,0,0,99.95,-0.0120,2.5216,1.1791
10530,1,1,1,9.6,0,0,59.58,-0.0120,2.5216,1.1791
10531,1,1,1,9.5,0,0,79.55,-0.0120,2.5216,1.1791
10532,1,1,1,9.6,0,0,82.01,-0.0121,2.0609,1.1886
10533,1,1,1,10.2,0,0,91.39,-0.0121,2.0609,1.1886
10534,1,1,1,10.1,0,0,82.41,-0.0121,2.0609,1.1886
10535,1,1,1,11.1,0,0,58.29,-0.0120,2.3021,1.1761
10536,1,1,1,11.1,0,0,73.60,-0.0120,2.3021,1.1761
10537,1,1,1,10.9,0,0,89.28,-0.0120,2.3021,1.1761
10538,1,1,1,11.1,0,0,74.94,-0.0120,2.4579,1.1902
10539,1,1,1,10.1,0,0,86.35,-0.0120,2.4579,1.1902
10540,1,1,1,11.0,0,0,87.06,-0.0120,2.4579,1.1902
10541,1,1,1,9.4,0,0,90.09,-0.0120,2.7283,1.1732
10542,1,1,1,10.9,0,0,77.79,-0.0120,2.7283,1.1732
10543,1,1,1,10.0,0,0,91.90,-0.0120,2.7283,1.1732
10544,1,1,1,8.4,0,0,64.83,-0.0121,2.5001,1.1743
10545,1,1,1,11.1,0,0,78.82,-0.0121,2.5001,1.1743
10546,1,1,1,10.2,0,0,95.59,-0.0121,2.5001,1.1743
10547,1,1,1,9.0,0,0,84.99,-0.0118,2.8908,1.1726
10548,1,1,1,9.1,0,0,69.30,-0.0118,2.8908,1.1726
10549,1,1,1,9.4,0,0,73.81,-0.0118,2.8908,1.1726
10550,1,1,1,9.5,0,0,64.81,-0.0120,1.7377,1.1781
10551,1,1,1,9.0,0,0,86.44,-0.0120,1.7377,1.1781
10552,1,1,1,8.0,0,0,67.20,-0.0120,1.7377,1.1781
10553,1,1,1,10.1,0,0,82.14,-0.0121,2.2556,1.1887
10554,1,1,1,9.5,0,0,86.02,-0.0121,2.2556,1.1887
10555,1,1,1,10.0,0,0,93.65,-0.0121,2.2556,1.1887
10556,1,1,1,9.9,0,0,88.84,-0.0121,2.8688,1.1868
10557,1,1,1,10.4,0,0,76.73,-0.0121,2.8688,1.1868
10558,1,1,1,10.4,0,0,93.06,-0.0121,2.8688,1.1868
10559,1,1,1,9.5,0,0,78.85,-0.0120,2.5006,1.1829
10560,1,1,1,10.1,0,0,71.81,-0.0120,2.5006,1.1829
10561,1,1,1,9.2,0,0,63.81,-0.0120,2.5006,1.1829
10562,1,1,1,10.1,0,0,88.06,-0.0118,2.9364,1.1661
10563,1,1,1,9.8,0,0,67.81,-0.0118,2.9364,1.1661
10564,1,1,1,11.2,0,0,77.12,-0.0118,2.9364,1.1661
10565,1,1,1,8.9,0,0,72.37,-0.0117,2.4058,1.1663
10566,1,1,1,9.0,0,0,82.43,-0.0117,2.4058,1.1663
10567,1,1,1,9.5,0,0,84.61,-0.0117,2.4058,1.1663
10568,1,1,1,8.1,0,0,72.33,-0.0119,2.0730,1.1789
10569,1,1,1,11.2,0,0,50.10,-0.0119,2.0730,1.1789
10570,1,1,1,7.5,0,0,66.17,-0.0119,2.0730,1.1789
10571,1,1,1,9.2,0,0,69.45,-0.0121,2.3888,1.1895
10572,1,1,1,8.8,0,0,60.01,-0.0121,2.3888,1.1895
10573,1,1,1,9.9,0,0,94.95,-0.0121,2.3888,1.1895
10574,1,1,1,7.8,0,0,72.90,-0.0121,2.4969,1.1886
10575,1,1,1,8.8,0,0,82.75,-0.0121,2.4969,1.1886
10576,1,1,1,9.2,0,0,87.75,-0.0121,2.4969,1.1886
10577,1,1,1,8.2,0,0,58.22,-0.0119,2.7246,1.1833
10578,1,1,1,11.5,0,0,87.77,-0.0119,2.7246,1.1833
10579,1,1,1,9.8,0,0,47.82,-0.0119,2.7246,1.1833
10580,1,1,1,14.1,0,0,117.63,-0.0120,2.8956,1.1891
10581,1,1,1,9.5,0,0,82.29,-0.0120,2.8956,1.1891
10582,1,1,1,9.6,0,0,84.23,-0.0120,2.8956,1.1891
10583,1,1,1,9.1,0,0,71.95,-0.0121,2.3569,1.1869
10584,1,1,1,10.8,0,0,82.13,-0.0121,2.3569,1.1869
10585,1,1,1,9.1,0,0,85.73,-0.0121,2.3569,1.1869
10586,1,1,1,9.9,0,0,80.63,-0.0122,2.6498,1.2114
10587,1,1,1,9.8,0,0,32.24,-0.0122,2.6498,1.2114
10588,1,1,1,10.8,0,0,91.56,-0.0122,2.6498,1.2114
10589,1,1,1,9.9,0,0,69.79,-0.0121,2.2663,1.1875
10590,1,1,1,9.6,0,0,85.84,-0.0121,2.2663,1.1875
10591,1,1,1,11.6,0,0,102.88,-0.0121,2.2663,1.1875
10592,1,1,1,10.6,0,0,92.18,-0.0121,2.6580,1.1993
10593,1,1,1,9.1,0,0,73.14,-0.0121,2.6580,1.1993
10594,1,1,1,11.4,0,0,92.82,-0.0121,2.6580,1.1993
10595,1,1,1,9.9,0,0,104.35,-0.0122,2.2701,1.2040
10596,1,1,1,10.9,0,0,78.36,-0.0122,2.2701,1.2040
10597,1,1,1,9.4,0,0,67.15,-0.0122,2.2701,1.2040
10598,1,1,1,9.1,0,0,71.17,-0.0123,2.2539,1.1943
10599,1,1,1,7.8,0,0,63.37,-0.0123,2.2539,1.1943
10600,1,1,1,8.5,0,0,59.99,-0.0123,2.2539,1.1943
10601,1,1,1,11.9,0,0,102.45,-0.0121,2.3396,1.1928
10602,1,1,1,12.8,0,0,118.62,-0.0121,2.3396,1.1928
10603,1,1,1,9.2,0,0,73.20,-0.0121,2.3396,1.1928
10604,1,1,1,8.8,0,0,78.52,-0.0123,2.7496,1.2024
10605,1,1,1,9.4,0,0,53.67,-0.0123,2.7496,1.2024
10606,1,1,1,11.1,0,0,109.13,-0.0123,2.7496,1.2024
10607,1,1,1,10.8,0,0,95.68,-0.0119,2.7192,1.1810
10608,1,1,1,10.4,0,0,89.96,-0.0119,2.7192,1.1810
10609,1,1,1,9.9,0,0,88.93,-0.0119,2.7192,1.1810
10610,1,1,1,9.0,0,0,74.55,-0.0121,2.2160,1.1985
10611,1,1,1,9.1,0,0,88.06,-0.0121,2.2160,1.1985
10612,1,1,1,9.9,0,0,84.25,-0.0121,2.2160,1.1985
